docid,date,hottness
276465,2009-02-01 18:30:00+00:00,764.4981513
276466,2009-12-19 18:30:00+00:00,1381.1539434
276467,2009-12-26 18:30:00+00:00,1394.4342425
276468,2009-07-24 18:30:00+00:00,1096.6581513
276470,2009-11-13 18:30:00+00:00,1311.3971213
276471,2009-10-10 18:30:00+00:00,1246.1171213
276472,2008-08-07 18:30:00+00:00,422.86309
276473,2009-12-30 18:30:00+00:00,1401.6371213
276474,2009-12-18 18:30:00+00:00,1378.12
276476,2008-04-17 18:30:00+00:00,207.3971213
276478,2009-12-28 18:30:00+00:00,1397.7971213
276479,2006-05-04 18:30:00+00:00,-1163.1818487
276480,2009-10-08 18:30:00+00:00,1242.40206
276481,2009-12-26 18:30:00+00:00,1394.2581513
276482,2008-11-22 18:30:00+00:00,627.8771213
276484,2009-12-09 18:30:00+00:00,1361.84
276485,2009-08-28 18:30:00+00:00,1163.5571213
276486,2009-12-09 18:30:00+00:00,1361.6181513
276487,2009-12-30 18:30:00+00:00,1401.46103
276488,2009-12-08 18:30:00+00:00,1360.0960913
276490,2009-12-30 18:30:00+00:00,1401.6371213
276491,2009-12-26 18:30:00+00:00,1394.17897
276492,2009-06-11 18:30:00+00:00,1014.01897
276493,2009-12-03 18:30:00+00:00,1350.2742425
276494,2009-08-16 18:30:00+00:00,1140.9942425
276495,2009-11-17 18:30:00+00:00,1319.29897
276496,2009-12-30 18:30:00+00:00,1402.2739434
276497,2009-07-23 18:30:00+00:00,1094.7381513
276498,2009-12-13 18:30:00+00:00,1369.5613927
276499,2008-12-31 18:30:00+00:00,703.2342425
276500,2008-12-27 18:30:00+00:00,695.6
276501,2009-12-30 18:30:00+00:00,1402.2391812
276502,2009-09-24 18:30:00+00:00,1215.3971213
276503,2009-12-08 18:30:00+00:00,1358.92
276505,2009-11-10 18:30:00+00:00,1305.6371213
276506,2009-06-11 18:30:00+00:00,1013.32
276507,2009-12-19 18:30:00+00:00,1381.2952725
276508,2003-07-24 18:30:00+00:00,-3111.36206
276509,2009-12-16 18:30:00+00:00,1375.0581513
276510,2009-06-25 18:30:00+00:00,1041.045098
276511,2009-12-30 18:30:00+00:00,1401.9381513
276512,2009-12-30 18:30:00+00:00,1402.16
276513,2009-12-11 18:30:00+00:00,1365.525098
276514,2009-12-26 18:30:00+00:00,1393.9571213
276515,2004-05-28 18:30:00+00:00,-2519.17897
276517,2009-12-30 18:30:00+00:00,1402.3360913
276520,2009-12-28 18:30:00+00:00,1397.32
276521,2009-11-21 18:30:00+00:00,1326.28
276523,2009-12-13 18:30:00+00:00,1369.12206
276524,2009-12-29 18:30:00+00:00,1399.24
276525,2009-12-12 18:30:00+00:00,1367.0771213
276526,2009-03-07 18:30:00+00:00,829.69897
276527,2009-12-30 18:30:00+00:00,1401.9381513
276528,2009-12-30 18:30:00+00:00,1401.46103
276529,2009-12-30 18:30:00+00:00,1401.16
276531,2009-12-26 18:30:00+00:00,1393.48
276532,2009-12-03 18:30:00+00:00,1349.7971213
276536,2009-12-05 18:30:00+00:00,1353.46103
276538,2009-12-30 18:30:00+00:00,1401.16
276540,2009-12-13 18:30:00+00:00,1368.82103
276543,2009-03-07 18:30:00+00:00,829.60206
276544,2009-12-28 18:30:00+00:00,1397.32
276550,2009-12-27 18:30:00+00:00,1395.70103
276551,2009-01-21 18:30:00+00:00,743.0771213
276552,2009-12-29 18:30:00+00:00,1399.54103
276554,2009-12-14 18:30:00+00:00,1370.44
276555,2009-11-02 18:30:00+00:00,1290.49897
276556,2009-12-11 18:30:00+00:00,1365.1571213
276557,2009-12-29 18:30:00+00:00,1399.24
276558,2009-08-26 18:30:00+00:00,1159.7171213
276561,2009-12-26 18:30:00+00:00,1394.325098
276562,2009-12-12 18:30:00+00:00,1366.6
276563,2009-12-13 18:30:00+00:00,1368.82103
276564,2009-08-20 18:30:00+00:00,1148.1971213
276568,2009-12-30 18:30:00+00:00,1401.16
276571,2009-12-30 18:30:00+00:00,1401.16
276575,2009-07-14 18:30:00+00:00,1076.68
276578,2009-08-21 18:30:00+00:00,1149.94103
276587,2009-12-05 18:30:00+00:00,1353.6371213
276589,2008-09-26 18:30:00+00:00,518.56206
276590,2009-12-26 18:30:00+00:00,1393.48
276597,2009-07-14 18:30:00+00:00,1076.68
276601,2009-12-27 18:30:00+00:00,1395.70103
276608,2009-12-20 18:30:00+00:00,1382.805098
276609,2009-12-02 18:30:00+00:00,1348.09897
276611,2009-12-02 18:30:00+00:00,1347.70103
276614,2009-12-21 18:30:00+00:00,1384.6581513
276616,2009-12-28 18:30:00+00:00,1397.32
276618,2008-08-29 18:30:00+00:00,464.2
276620,2008-05-15 18:30:00+00:00,260.98103
276623,2009-12-27 18:30:00+00:00,1395.4
276624,2009-12-14 18:30:00+00:00,1370.44
276625,2009-12-28 18:30:00+00:00,1397.62103
276626,2009-12-29 18:30:00+00:00,1399.7171213
276628,2008-05-15 18:30:00+00:00,261.28206
276630,2009-12-27 18:30:00+00:00,1395.4
276632,2009-07-13 18:30:00+00:00,1075.06103
276633,2009-12-29 18:30:00+00:00,1399.7171213
276634,2009-12-29 18:30:00+00:00,1399.54103
276635,2009-12-30 18:30:00+00:00,1401.76206
276636,2009-12-01 18:30:00+00:00,1346.2581513
276640,2008-10-20 18:30:00+00:00,564.5171213
276641,2005-06-22 18:30:00+00:00,-1770.37897
276642,2009-11-16 18:30:00+00:00,1316.68
276643,2008-11-13 18:30:00+00:00,610.42103
276645,2009-12-27 18:30:00+00:00,1395.70103
276646,2009-08-13 18:30:00+00:00,1134.28
276647,2009-11-18 18:30:00+00:00,1320.52
276648,2008-07-27 18:30:00+00:00,401.44206
276655,2009-06-25 18:30:00+00:00,1040.2
276656,2009-12-27 18:30:00+00:00,1395.4
276658,2009-12-27 18:30:00+00:00,1395.70103
276660,2009-07-21 18:30:00+00:00,1090.5971213
276662,2009-06-23 18:30:00+00:00,1036.96206
276671,2008-11-13 18:30:00+00:00,610.12
276672,2007-07-01 18:30:00+00:00,-351.8
276676,2009-12-30 18:30:00+00:00,1401.16
276677,2009-12-30 18:30:00+00:00,1401.16
276681,2009-06-14 18:30:00+00:00,1019.08
276682,2009-12-08 18:30:00+00:00,1358.92
276683,2009-08-28 18:30:00+00:00,1163.5571213
276692,2009-12-15 18:30:00+00:00,1372.66103
276699,2009-12-01 18:30:00+00:00,1345.48
276711,2009-12-27 18:30:00+00:00,1395.4
276722,2009-12-29 18:30:00+00:00,1399.54103
276731,2009-12-07 18:30:00+00:00,1357.0
276745,2009-12-09 18:30:00+00:00,1361.44206
276758,2009-12-10 18:30:00+00:00,1362.76
276770,2009-04-26 18:30:00+00:00,925.0
276772,2009-12-07 18:30:00+00:00,1357.30103
276773,2009-12-10 18:30:00+00:00,1362.76
276774,2007-09-25 18:30:00+00:00,-186.68
276775,2009-11-09 18:30:00+00:00,1303.54103
276776,2009-03-20 18:30:00+00:00,854.4371213
276777,2008-03-15 18:30:00+00:00,143.56
276782,2009-12-29 18:30:00+00:00,1399.7171213
276786,2009-11-24 18:30:00+00:00,1332.04
276806,2004-06-28 18:30:00+00:00,-2459.96
276808,2009-12-16 18:30:00+00:00,1374.28
276844,2009-11-26 18:30:00+00:00,1336.18103
276862,2009-12-03 18:30:00+00:00,1349.32
276867,2009-10-18 18:30:00+00:00,1261.0
276884,2006-09-27 18:30:00+00:00,-883.64
276889,2008-12-13 18:30:00+00:00,667.72
276900,2009-12-07 18:30:00+00:00,1357.69897
276902,2009-12-30 18:30:00+00:00,1401.16
276903,2009-12-23 18:30:00+00:00,1388.02103
276904,2009-12-22 18:30:00+00:00,1385.8
276905,2009-12-20 18:30:00+00:00,1382.56206
276908,2009-05-13 18:30:00+00:00,957.64
276913,2009-12-19 18:30:00+00:00,1380.04
276916,2009-12-18 18:30:00+00:00,1378.12
276918,2009-12-18 18:30:00+00:00,1378.72206
277151,2009-12-29 18:30:00+00:00,1399.54103
277239,2009-12-30 18:30:00+00:00,1401.6371213
277262,2009-08-06 18:30:00+00:00,1120.84
277268,2009-06-24 18:30:00+00:00,1038.7571213
277307,2009-06-21 18:30:00+00:00,1032.82103
277402,2009-12-03 18:30:00+00:00,1349.32
277480,2009-09-13 18:30:00+00:00,1194.2771213
277536,2009-12-30 18:30:00+00:00,1401.6371213
277545,2009-12-12 18:30:00+00:00,1367.0771213
277547,2009-10-05 18:30:00+00:00,1236.64206
277582,2009-12-30 18:30:00+00:00,1401.16
277663,2009-06-14 18:30:00+00:00,1019.08
277888,2009-06-15 18:30:00+00:00,1021.4771213
278013,2008-05-27 18:30:00+00:00,284.1971213
278117,2009-12-09 18:30:00+00:00,1361.3171213
278305,2009-12-30 18:30:00+00:00,1401.6371213
278306,2006-08-17 18:30:00+00:00,-962.05897
278307,2009-06-21 18:30:00+00:00,1033.21897
278308,2009-12-01 18:30:00+00:00,1346.08206
278314,2009-11-21 18:30:00+00:00,1326.28
278316,2009-12-30 18:30:00+00:00,1401.16
278318,2009-09-25 18:30:00+00:00,1217.44206
278319,2008-11-20 18:30:00+00:00,624.0371213
278320,2009-07-26 18:30:00+00:00,1100.41897
278322,2009-07-09 18:30:00+00:00,1067.68206
278324,2009-12-30 18:30:00+00:00,1401.46103
278326,2007-06-20 18:30:00+00:00,-372.074902
278328,2009-12-16 18:30:00+00:00,1374.88206
278329,2009-12-26 18:30:00+00:00,1393.48
278330,2009-07-07 18:30:00+00:00,1064.0181513
278333,2009-10-13 18:30:00+00:00,1252.00206
278335,2009-11-10 18:30:00+00:00,1305.6371213
278336,2009-12-10 18:30:00+00:00,1362.76
278339,2005-08-18 18:30:00+00:00,-1660.93897
278342,2009-01-06 18:30:00+00:00,713.8
278344,2009-12-16 18:30:00+00:00,1374.58103
278348,2009-12-30 18:30:00+00:00,1401.46103
278353,2009-08-28 18:30:00+00:00,1163.08
278354,2009-12-09 18:30:00+00:00,1361.3171213
278358,2009-12-28 18:30:00+00:00,1397.32
278361,2009-11-24 18:30:00+00:00,1332.04
278362,2009-12-26 18:30:00+00:00,1394.325098
278363,2009-12-30 18:30:00+00:00,1401.16
278373,2009-11-29 18:30:00+00:00,1341.64
278375,2009-08-28 18:30:00+00:00,1163.08
278386,2009-12-10 18:30:00+00:00,1362.76
278412,2009-12-16 18:30:00+00:00,1374.58103
278445,2009-12-30 18:30:00+00:00,1401.16
278447,2009-05-10 18:30:00+00:00,951.88
278739,2009-12-30 18:30:00+00:00,1401.6371213
278987,2009-12-30 18:30:00+00:00,1401.9381513
279178,2009-12-19 18:30:00+00:00,1380.34103
279281,2009-12-30 18:30:00+00:00,1402.36412
279282,2009-12-30 18:30:00+00:00,1402.55794
279283,2009-12-28 18:30:00+00:00,1398.0981513
279284,2009-12-29 18:30:00+00:00,1399.84206
279285,2009-12-06 18:30:00+00:00,1355.38103
279286,2009-12-26 18:30:00+00:00,1394.08206
279287,2009-12-30 18:30:00+00:00,1401.9381513
279289,2009-08-20 18:30:00+00:00,1148.02103
279290,2009-12-30 18:30:00+00:00,1401.46103
279297,2009-12-30 18:30:00+00:00,1401.85897
279299,2009-12-02 18:30:00+00:00,1348.00206
279300,2005-10-01 18:30:00+00:00,-1576.2828787
279301,2009-12-30 18:30:00+00:00,1401.46103
279302,2005-12-03 18:30:00+00:00,-1455.8
279304,2009-12-30 18:30:00+00:00,1401.85897
279305,2009-05-08 18:30:00+00:00,948.5171213
279306,2009-12-29 18:30:00+00:00,1399.93897
279307,2005-09-29 18:30:00+00:00,-1579.6457575
279308,2009-12-30 18:30:00+00:00,1402.1142425
279309,2009-08-28 18:30:00+00:00,1163.98309
279310,2009-08-28 18:30:00+00:00,1163.925098
279311,2009-12-29 18:30:00+00:00,1400.14309
279312,2009-12-29 18:30:00+00:00,1400.14309
279313,2009-06-25 18:30:00+00:00,1040.89897
279314,2009-12-06 18:30:00+00:00,1355.08
279315,2009-12-29 18:30:00+00:00,1400.0181513
279316,2009-12-29 18:30:00+00:00,1399.93897
279317,2009-07-10 18:30:00+00:00,1069.60206
279318,2009-06-25 18:30:00+00:00,1040.50103
279319,2009-12-09 18:30:00+00:00,1361.53897
279320,2009-12-28 18:30:00+00:00,1397.32
279321,2007-06-05 18:30:00+00:00,-401.41897
279322,2007-06-01 18:30:00+00:00,-408.6218487
279323,2009-06-25 18:30:00+00:00,1040.89897
279326,2009-12-26 18:30:00+00:00,1393.9571213
279328,2005-02-14 18:30:00+00:00,-2015.594902
279329,2009-01-22 18:30:00+00:00,744.82103
279330,2006-10-17 18:30:00+00:00,-844.394902
279332,2007-05-24 18:30:00+00:00,-424.45897
279334,2003-04-06 18:30:00+00:00,-3321.73897
279343,2009-10-07 18:30:00+00:00,1240.3571213
279344,2009-04-30 18:30:00+00:00,932.68
279345,2009-09-23 18:30:00+00:00,1213.7781513
279348,2009-12-16 18:30:00+00:00,1374.28
279349,2008-06-16 18:30:00+00:00,322.8981513
279354,2009-12-30 18:30:00+00:00,1401.46103
279355,2009-12-30 18:30:00+00:00,1401.76206
279358,2008-10-02 18:30:00+00:00,530.2581513
279359,2009-08-27 18:30:00+00:00,1161.85897
279360,2009-12-13 18:30:00+00:00,1369.21897
279361,2009-08-26 18:30:00+00:00,1159.93897
279362,2009-11-22 18:30:00+00:00,1328.2
279363,2009-08-25 18:30:00+00:00,1157.7971213
279365,2009-08-10 18:30:00+00:00,1129.2981513
279366,2009-11-28 18:30:00+00:00,1340.41897
279367,2009-06-17 18:30:00+00:00,1025.7942425
279368,2009-11-28 18:30:00+00:00,1340.4981513
279369,2009-12-27 18:30:00+00:00,1396.30309
279370,2009-12-27 18:30:00+00:00,1396.245098
279371,2009-06-08 18:30:00+00:00,1008.0371213
279372,2009-12-29 18:30:00+00:00,1399.7171213
279373,2008-06-18 18:30:00+00:00,326.56206
279374,2009-12-30 18:30:00+00:00,1401.46103
279376,2009-03-04 18:30:00+00:00,823.93897
279381,2009-12-28 18:30:00+00:00,1397.7971213
279382,2009-11-12 18:30:00+00:00,1309.7781513
279383,2008-12-29 18:30:00+00:00,699.13897
279385,2009-12-19 18:30:00+00:00,1380.5171213
279387,2009-10-14 18:30:00+00:00,1254.01897
279388,2009-12-26 18:30:00+00:00,1394.17897
279389,2009-10-25 18:30:00+00:00,1275.3942425
279390,2009-12-11 18:30:00+00:00,1365.4581513
279391,2009-06-08 18:30:00+00:00,1008.0371213
279392,2009-12-22 18:30:00+00:00,1386.5781513
279393,2009-11-26 18:30:00+00:00,1336.8342425
279395,2009-01-29 18:30:00+00:00,757.96
279397,2009-12-09 18:30:00+00:00,1360.84
279398,2009-11-06 18:30:00+00:00,1298.17897
279399,2009-12-26 18:30:00+00:00,1394.08206
279400,2009-10-08 18:30:00+00:00,1242.2771213
279401,2009-12-20 18:30:00+00:00,1382.26103
279405,2009-12-22 18:30:00+00:00,1386.10103
279408,2009-12-27 18:30:00+00:00,1395.70103
279412,2006-05-04 18:30:00+00:00,-1163.65897
279435,2009-12-26 18:30:00+00:00,1393.9571213
279443,2009-12-26 18:30:00+00:00,1393.48
279446,2009-12-30 18:30:00+00:00,1401.6371213
279459,2009-12-30 18:30:00+00:00,1401.46103
279464,2009-12-13 18:30:00+00:00,1368.52
279473,2009-08-24 18:30:00+00:00,1155.4
279478,2009-12-26 18:30:00+00:00,1393.48
279495,2009-06-07 18:30:00+00:00,1005.64
279514,2009-12-26 18:30:00+00:00,1393.48
279516,2009-10-23 18:30:00+00:00,1270.90103
279517,2008-10-19 18:30:00+00:00,562.5971213
279519,2008-12-27 18:30:00+00:00,694.6
279520,2009-09-24 18:30:00+00:00,1215.22103
279522,2009-12-06 18:30:00+00:00,1355.08
279523,2009-08-20 18:30:00+00:00,1148.02103
279524,2009-12-30 18:30:00+00:00,1401.46103
279525,2009-12-27 18:30:00+00:00,1396.09897
279531,2009-12-24 18:30:00+00:00,1389.94103
279537,2009-11-03 18:30:00+00:00,1292.02103
279538,2009-12-05 18:30:00+00:00,1354.2739434
279539,2009-05-20 18:30:00+00:00,971.08
279540,2009-12-14 18:30:00+00:00,1370.44
279541,2009-12-05 18:30:00+00:00,1353.6371213
279542,2009-11-26 18:30:00+00:00,1336.78309
279543,2009-12-25 18:30:00+00:00,1392.6391812
279544,2009-12-30 18:30:00+00:00,1402.1142425
279545,2009-11-03 18:30:00+00:00,1291.72
279546,2009-12-22 18:30:00+00:00,1385.8
279548,2004-05-21 18:30:00+00:00,-2532.92
279552,2009-12-26 18:30:00+00:00,1393.78103
279554,2009-12-27 18:30:00+00:00,1395.8771213
279560,2008-07-07 18:30:00+00:00,362.44
279567,2009-11-20 18:30:00+00:00,1324.66103
279568,2009-08-24 18:30:00+00:00,1155.4
279569,2009-12-30 18:30:00+00:00,1401.85897
279570,2009-08-24 18:30:00+00:00,1156.00206
279573,2009-12-30 18:30:00+00:00,1401.6371213
279574,2008-12-17 18:30:00+00:00,676.09897
279576,2009-12-28 18:30:00+00:00,1397.7971213
279577,2009-12-07 18:30:00+00:00,1357.4771213
279578,2008-09-16 18:30:00+00:00,498.76
279579,2009-12-26 18:30:00+00:00,1394.325098
279580,2009-12-30 18:30:00+00:00,1402.1142425
279581,2009-12-14 18:30:00+00:00,1371.13897
279582,2009-07-18 18:30:00+00:00,1084.36
279589,2009-12-14 18:30:00+00:00,1370.44
279591,2009-09-15 18:30:00+00:00,1197.64
279592,2009-12-26 18:30:00+00:00,1393.48
279595,2009-12-03 18:30:00+00:00,1349.32
279603,2009-11-28 18:30:00+00:00,1339.72
279609,2009-12-30 18:30:00+00:00,1401.16
279621,2009-11-28 18:30:00+00:00,1340.02103
279636,2009-10-23 18:30:00+00:00,1270.6
279637,2009-12-27 18:30:00+00:00,1395.70103
279639,2009-12-22 18:30:00+00:00,1386.10103
279643,2009-12-30 18:30:00+00:00,1401.16
279644,2009-01-16 18:30:00+00:00,733.30103
279645,2009-12-28 18:30:00+00:00,1397.62103
279646,2009-12-14 18:30:00+00:00,1370.74103
279653,2006-10-16 18:30:00+00:00,-846.25691
279655,2009-10-14 18:30:00+00:00,1254.0981513
279656,2009-12-10 18:30:00+00:00,1363.45897
279657,2009-12-26 18:30:00+00:00,1393.78103
279658,2009-12-22 18:30:00+00:00,1385.8
279659,2009-12-26 18:30:00+00:00,1394.2581513
279660,2008-06-26 18:30:00+00:00,342.32
279665,2009-08-17 18:30:00+00:00,1141.96
279669,2009-06-07 18:30:00+00:00,1005.64
279676,2009-12-12 18:30:00+00:00,1366.6
279696,2009-12-09 18:30:00+00:00,1360.84
279707,2009-08-20 18:30:00+00:00,1147.72
279712,2009-12-30 18:30:00+00:00,1401.16
279714,2009-12-18 18:30:00+00:00,1378.5971213
279716,2009-12-28 18:30:00+00:00,1397.32
279719,2009-12-16 18:30:00+00:00,1374.58103
279724,2009-07-05 18:30:00+00:00,1059.4
279779,2009-08-24 18:30:00+00:00,1155.4
279809,2009-08-19 18:30:00+00:00,1146.10103
279856,2009-11-30 18:30:00+00:00,1344.0371213
279858,2009-12-05 18:30:00+00:00,1353.46103
279877,2009-12-08 18:30:00+00:00,1359.3971213
279884,2009-03-07 18:30:00+00:00,829.4771213
279885,2009-03-07 18:30:00+00:00,829.4771213
279901,2009-06-17 18:30:00+00:00,1025.3171213
279927,2009-11-10 18:30:00+00:00,1305.6371213
279955,2009-12-17 18:30:00+00:00,1376.2
279974,2009-11-05 18:30:00+00:00,1295.56
280035,2009-12-17 18:30:00+00:00,1376.6771213
280094,2009-12-28 18:30:00+00:00,1397.62103
280281,2009-12-07 18:30:00+00:00,1357.0
280285,2009-06-16 18:30:00+00:00,1023.61897
280286,2009-06-15 18:30:00+00:00,1021.9542425
280288,2009-12-27 18:30:00+00:00,1395.4
280289,2009-12-14 18:30:00+00:00,1370.44
280290,2009-12-30 18:30:00+00:00,1401.46103
280291,2009-12-28 18:30:00+00:00,1397.92206
280311,2009-12-27 18:30:00+00:00,1396.00206
280313,2009-12-29 18:30:00+00:00,1399.7171213
280331,2009-12-27 18:30:00+00:00,1395.70103
280333,2009-11-28 18:30:00+00:00,1339.72
280346,2009-07-09 18:30:00+00:00,1067.5571213
280410,2009-12-28 18:30:00+00:00,1397.32
280425,2009-12-29 18:30:00+00:00,1399.54103
280426,2009-06-10 18:30:00+00:00,1012.00206
280427,2009-12-29 18:30:00+00:00,1399.93897
280429,2009-12-29 18:30:00+00:00,1400.0181513
280434,2009-12-30 18:30:00+00:00,1401.76206
280435,2008-10-07 18:30:00+00:00,539.5571213
280436,2009-12-30 18:30:00+00:00,1401.46103
280437,2005-06-08 18:30:00+00:00,-1796.95794
280438,2009-12-29 18:30:00+00:00,1399.24
280439,2009-11-15 18:30:00+00:00,1315.2371213
280440,2009-12-22 18:30:00+00:00,1386.2771213
280441,2009-12-13 18:30:00+00:00,1368.82103
280443,2009-12-30 18:30:00+00:00,1402.1142425
280444,2009-12-29 18:30:00+00:00,1399.93897
280445,2009-12-30 18:30:00+00:00,1401.16
280446,2009-12-13 18:30:00+00:00,1368.9971213
280450,2009-12-29 18:30:00+00:00,1399.24
280457,2006-10-16 18:30:00+00:00,-846.6828787
280458,2009-06-11 18:30:00+00:00,1013.32
280459,2009-09-27 18:30:00+00:00,1221.37897
280460,2009-11-28 18:30:00+00:00,1340.32206
280461,2009-12-29 18:30:00+00:00,1400.2813927
280462,2009-12-20 18:30:00+00:00,1382.65897
280463,2009-12-29 18:30:00+00:00,1400.0181513
280464,2009-09-18 18:30:00+00:00,1204.00206
280465,2009-12-06 18:30:00+00:00,1355.38103
280468,2009-04-14 18:30:00+00:00,901.96
280477,2009-12-03 18:30:00+00:00,1349.62103
280480,2007-09-19 18:30:00+00:00,-197.89897
280484,2009-12-06 18:30:00+00:00,1355.08
280492,2009-11-01 18:30:00+00:00,1287.88
280520,2009-12-30 18:30:00+00:00,1401.46103
280527,2009-12-29 18:30:00+00:00,1399.84206
280528,2009-12-28 18:30:00+00:00,1397.7971213
280529,2009-12-29 18:30:00+00:00,1399.84206
280530,2006-10-16 18:30:00+00:00,-846.1186073
280531,2009-12-29 18:30:00+00:00,1399.93897
280532,2009-11-25 18:30:00+00:00,1334.26103
280533,2009-12-29 18:30:00+00:00,1399.84206
280534,2009-12-29 18:30:00+00:00,1399.24
280535,2009-12-29 18:30:00+00:00,1400.14309
280536,2009-12-29 18:30:00+00:00,1399.93897
280537,2009-03-07 18:30:00+00:00,830.146128
280538,2009-12-30 18:30:00+00:00,1401.16
280539,2009-06-08 18:30:00+00:00,1008.6739434
280540,2009-12-29 18:30:00+00:00,1399.84206
280541,2009-11-25 18:30:00+00:00,1333.96
280542,2009-07-05 18:30:00+00:00,1060.00206
280544,2009-09-10 18:30:00+00:00,1188.34103
280545,2009-12-30 18:30:00+00:00,1401.6371213
280547,2008-05-30 18:30:00+00:00,289.78103
280548,2008-05-29 18:30:00+00:00,287.86103
280550,2009-09-10 18:30:00+00:00,1188.04
280551,2009-09-09 18:30:00+00:00,1186.42103
280552,2009-09-09 18:30:00+00:00,1186.12
280553,2006-10-15 18:30:00+00:00,-848.47794
280554,2009-12-12 18:30:00+00:00,1366.90103
280555,2009-08-23 18:30:00+00:00,1154.08206
280556,2006-10-15 18:30:00+00:00,-848.1257575
280557,2009-12-09 18:30:00+00:00,1361.14103
280559,2009-12-12 18:30:00+00:00,1367.0771213
280562,2009-12-29 18:30:00+00:00,1399.7171213
280567,2009-12-29 18:30:00+00:00,1399.84206
280580,2009-11-18 18:30:00+00:00,1320.9971213
280585,2009-12-19 18:30:00+00:00,1380.34103
280586,2008-07-22 18:30:00+00:00,391.54103
280588,2009-12-15 18:30:00+00:00,1372.66103
280596,2009-12-29 18:30:00+00:00,1399.24
280598,2009-08-23 18:30:00+00:00,1153.48
280600,1945-08-14 17:30:00+00:00,-43745.49897
280615,2008-08-18 18:30:00+00:00,443.38103
280622,2009-12-22 18:30:00+00:00,1385.8
280623,2009-12-22 18:30:00+00:00,1385.8
280624,2009-03-01 18:30:00+00:00,817.48
280631,2009-12-22 18:30:00+00:00,1385.8
280633,2009-12-30 18:30:00+00:00,1401.46103
280634,2009-12-19 18:30:00+00:00,1380.34103
280640,2009-12-25 18:30:00+00:00,1391.86103
280641,2009-12-30 18:30:00+00:00,1401.9381513
280644,2009-12-26 18:30:00+00:00,1393.48
280647,2009-11-21 18:30:00+00:00,1326.28
280652,2009-12-07 18:30:00+00:00,1357.0
280657,2009-11-04 18:30:00+00:00,1294.1171213
280659,2009-12-09 18:30:00+00:00,1361.3171213
280660,2009-05-27 18:30:00+00:00,984.82103
280661,2008-10-28 18:30:00+00:00,580.00206
280684,2009-12-14 18:30:00+00:00,1370.44
280712,2009-06-01 18:30:00+00:00,994.42103
280727,2009-12-29 18:30:00+00:00,1399.24
280741,2009-12-29 18:30:00+00:00,1399.24
280752,2009-12-27 18:30:00+00:00,1395.70103
280753,2009-12-05 18:30:00+00:00,1353.6371213
280757,2009-12-30 18:30:00+00:00,1401.46103
280759,2009-12-16 18:30:00+00:00,1374.28
280763,2009-12-30 18:30:00+00:00,1401.16
280764,2009-12-09 18:30:00+00:00,1360.84
280765,2009-12-27 18:30:00+00:00,1395.4
280794,2009-03-06 18:30:00+00:00,828.47794
280809,2009-03-07 18:30:00+00:00,829.4771213
280822,2009-12-23 18:30:00+00:00,1388.02103
280853,2009-07-30 18:30:00+00:00,1107.8771213
280861,2008-08-06 18:30:00+00:00,420.8181513
280862,2008-07-17 18:30:00+00:00,382.7539434
280863,2008-07-14 18:30:00+00:00,376.8342425
280864,2008-07-13 18:30:00+00:00,374.4371213
281041,2009-08-23 18:30:00+00:00,1153.78103
281164,2007-05-24 18:30:00+00:00,-424.45897
281169,2009-12-19 18:30:00+00:00,1380.04
281170,2009-11-24 18:30:00+00:00,1332.34103
281171,2009-08-23 18:30:00+00:00,1153.48
281172,2009-12-09 18:30:00+00:00,1361.3171213
281173,2009-12-28 18:30:00+00:00,1397.32
281174,2009-12-29 18:30:00+00:00,1399.24
281175,2009-12-28 18:30:00+00:00,1397.32
281176,2009-11-30 18:30:00+00:00,1344.16206
281177,2009-12-29 18:30:00+00:00,1399.54103
281180,2009-12-26 18:30:00+00:00,1393.9571213
281181,2009-08-18 18:30:00+00:00,1144.3571213
281182,2009-12-20 18:30:00+00:00,1381.96
281186,2009-08-23 18:30:00+00:00,1153.48
281187,2009-09-13 18:30:00+00:00,1194.10103
281188,2009-12-29 18:30:00+00:00,1399.54103
281228,2009-12-26 18:30:00+00:00,1394.08206
281229,2005-12-03 18:30:00+00:00,-1455.49897
281230,2009-05-01 18:30:00+00:00,935.20206
281231,2009-12-18 18:30:00+00:00,1378.5971213
281232,2006-08-27 18:30:00+00:00,-942.6828787
281233,2009-12-22 18:30:00+00:00,1385.8
281234,2009-09-18 18:30:00+00:00,1203.4
281240,2009-12-29 18:30:00+00:00,1399.24
281241,2009-07-29 18:30:00+00:00,1106.08206
281245,2009-10-25 18:30:00+00:00,1275.2181513
281246,2007-05-30 18:30:00+00:00,-412.7628787
281247,2009-11-26 18:30:00+00:00,1336.3571213
281248,2009-06-17 18:30:00+00:00,1025.14103
281249,2009-12-30 18:30:00+00:00,1401.6371213
281251,2009-12-28 18:30:00+00:00,1397.92206
281252,2009-12-22 18:30:00+00:00,1386.40206
281253,2009-12-29 18:30:00+00:00,1399.7171213
281254,2009-12-26 18:30:00+00:00,1393.48
281262,2009-12-20 18:30:00+00:00,1381.96
281263,2009-01-21 18:30:00+00:00,742.6
281267,2009-08-22 18:30:00+00:00,1152.16206
281269,2007-05-24 18:30:00+00:00,-424.06103
281271,2009-12-29 18:30:00+00:00,1399.7171213
281272,2009-07-29 18:30:00+00:00,1106.2581513
281273,2006-10-15 18:30:00+00:00,-848.234902
281280,2009-04-23 18:30:00+00:00,919.54103
281291,2009-12-13 18:30:00+00:00,1368.9971213
